40,2,0,1,0,0,0,0,12,1
7,15,0,6,8,2,0,0,7,11
0,0,23,0,0,0,17,12,4,0
3,0,0,38,4,2,1,0,8,0
1,0,0,0,41,1,0,0,4,7
1,0,0,3,1,50,0,0,1,0
0,2,4,2,0,15,25,3,4,0
1,3,4,0,1,1,2,34,9,0
1,2,0,0,1,1,0,0,47,0
3,17,0,4,12,1,0,1,0,17
