8,9,0,1,4,1,0,19,14,0
2,24,0,0,9,2,6,9,3,1
0,0,3,0,0,1,4,48,0,0
0,7,1,7,4,7,6,10,14,0
0,8,1,0,41,0,0,3,1,0
3,5,1,1,0,16,12,15,3,0
0,0,3,0,0,1,21,27,3,0
0,1,1,0,1,0,1,50,1,0
0,4,0,0,0,0,4,25,19,0
0,31,1,0,12,1,2,6,1,1
