32,3,0,2,0,6,0,0,12,1
8,7,0,7,2,12,2,0,7,11
2,0,19,1,0,3,14,13,4,0
9,2,0,14,2,8,1,0,20,0
3,3,0,5,28,2,0,0,8,5
5,0,1,0,0,45,1,0,4,0
0,2,12,2,0,17,11,1,10,0
1,4,17,1,0,2,3,17,10,0
4,1,0,0,0,9,1,1,36,0
13,12,0,3,3,5,0,0,2,17
