28,3,0,1,2,10,0,3,8,1
10,8,2,1,8,18,0,1,3,5
0,0,36,0,0,6,6,8,0,0
8,2,2,19,4,17,0,1,3,0
2,3,0,0,40,6,0,0,1,2
2,1,1,0,1,51,0,0,0,0
2,1,7,1,0,28,12,2,1,1
0,1,26,1,0,2,1,19,5,0
5,3,0,0,1,10,0,2,30,1
12,5,1,0,12,9,0,0,0,16
