24,0,0,1,1,9,0,0,21,0
4,0,0,14,8,17,1,0,12,0
0,0,5,0,0,2,41,4,4,0
2,0,0,18,5,17,2,0,12,0
2,0,0,6,34,4,0,0,8,0
1,0,0,2,1,48,0,0,4,0
0,0,0,0,0,13,32,2,8,0
0,0,5,3,0,2,27,6,12,0
2,0,0,1,0,8,3,0,38,0
12,0,0,12,20,6,0,0,3,2
