5,0,0,2,9,4,2,20,6,8
1,0,2,2,23,4,5,8,0,11
0,0,0,4,5,1,7,33,5,1
3,0,0,2,30,2,1,8,4,6
1,0,0,0,46,0,0,0,0,7
8,0,1,2,17,8,7,5,6,2
0,0,1,3,11,1,16,19,4,0
0,0,1,4,9,0,1,33,3,4
6,0,1,8,10,4,3,7,5,8
4,0,0,4,23,1,0,6,0,17
